,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
484,1,1,1,25.0,1,0,11967,91.0792,52,2
485,0,3,0,1.0,3,1,4133,25.4667,1,1
486,1,1,0,35.0,1,0,19943,90.0,40,1
487,0,1,1,58.0,0,0,11771,29.7,85,2
488,0,3,1,30.0,0,0,A.5. 18509,8.05,1,1
489,1,3,1,9.0,1,1,C.A. 37671,15.9,1,1
490,0,3,1,1.0,1,0,65304,19.9667,1,1
491,0,3,1,21.0,0,0,SOTON/OQ 3101317,7.25,1,1
492,0,1,1,55.0,0,0,113787,30.5,86,1
493,0,1,1,71.0,0,0,PC 17609,49.5042,1,2
494,0,3,1,21.0,0,0,A/4 45380,8.05,1,1
495,0,3,1,1.0,0,0,2627,14.4583,1,2
496,1,1,0,54.0,1,0,36947,78.2667,87,2
497,0,3,1,1.0,0,0,C.A. 6212,15.1,1,1
498,0,1,0,25.0,1,2,113781,151.55,54,1
499,0,3,1,24.0,0,0,350035,7.7958,1,1
500,0,3,1,17.0,0,0,315086,8.6625,1,1
501,0,3,0,21.0,0,0,364846,7.75,1,3
502,0,3,0,1.0,0,0,330909,7.6292,1,3
503,0,3,0,37.0,0,0,4135,9.5875,1,1
504,1,1,0,16.0,0,0,110152,86.5,88,1
505,0,1,1,18.0,1,0,PC 17758,108.9,56,2
506,1,2,0,33.0,0,2,26360,26.0,1,1
507,1,1,1,1.0,0,0,111427,26.55,1,1
508,0,3,1,28.0,0,0,C 4001,22.525,1,1
509,1,3,1,26.0,0,0,1601,56.4958,1,1
510,1,3,1,29.0,0,0,382651,7.75,1,3
511,0,3,1,1.0,0,0,SOTON/OQ 3101316,8.05,1,1
512,1,1,1,36.0,0,0,PC 17473,26.2875,89,1
513,1,1,0,54.0,1,0,PC 17603,59.4,1,2
514,0,3,1,24.0,0,0,349209,7.4958,1,1
515,0,1,1,47.0,0,0,36967,34.0208,90,1
516,1,2,0,34.0,0,0,C.A. 34260,10.5,15,1
517,0,3,1,1.0,0,0,371110,24.15,1,3
518,1,2,0,36.0,1,0,226875,26.0,1,1
519,0,3,1,32.0,0,0,349242,7.8958,1,1
520,1,1,0,30.0,0,0,12749,93.5,91,1
521,0,3,1,22.0,0,0,349252,7.8958,1,1
522,0,3,1,1.0,0,0,2624,7.225,1,2
523,1,1,0,44.0,0,1,111361,57.9792,63,2
524,0,3,1,1.0,0,0,2700,7.2292,1,2
525,0,3,1,40.5,0,0,367232,7.75,1,3
526,1,2,0,50.0,0,0,W./C. 14258,10.5,1,1
527,0,1,1,1.0,0,0,PC 17483,221.7792,92,1
528,0,3,1,39.0,0,0,3101296,7.925,1,1
529,0,2,1,23.0,2,1,29104,11.5,1,1
530,1,2,0,2.0,1,1,26360,26.0,1,1
531,0,3,1,1.0,0,0,2641,7.2292,1,2
532,0,3,1,17.0,1,1,2690,7.2292,1,2
533,1,3,0,1.0,0,2,2668,22.3583,1,2
534,0,3,0,30.0,0,0,315084,8.6625,1,1
535,1,2,0,7.0,0,2,F.C.C. 13529,26.25,1,1
536,0,1,1,45.0,0,0,113050,26.55,93,1
537,1,1,0,30.0,0,0,PC 17761,106.425,1,2
538,0,3,1,1.0,0,0,364498,14.5,1,1
539,1,1,0,22.0,0,2,13568,49.5,94,2
540,1,1,0,36.0,0,2,WE/P 5735,71.0,95,1
541,0,3,0,9.0,4,2,347082,31.275,1,1
542,0,3,0,11.0,4,2,347082,31.275,1,1
543,1,2,1,32.0,1,0,2908,26.0,1,1
544,0,1,1,50.0,1,0,PC 17761,106.425,96,2
545,0,1,1,64.0,0,0,693,26.0,1,1
546,1,2,0,19.0,1,0,2908,26.0,1,1
547,1,2,1,1.0,0,0,SC/PARIS 2146,13.8625,1,2
548,0,3,1,33.0,1,1,363291,20.525,1,1
549,1,2,1,8.0,1,1,C.A. 33112,36.75,1,1
550,1,1,1,17.0,0,2,17421,110.8833,97,2
551,0,2,1,27.0,0,0,244358,26.0,1,1
552,0,3,1,1.0,0,0,330979,7.8292,1,3
553,1,3,1,22.0,0,0,2620,7.225,1,2
554,1,3,0,22.0,0,0,347085,7.775,1,1
555,0,1,1,62.0,0,0,113807,26.55,1,1
556,1,1,0,48.0,1,0,11755,39.6,98,2
557,0,1,1,1.0,0,0,PC 17757,227.525,1,2
558,1,1,0,39.0,1,1,110413,79.65,45,1
559,1,3,0,36.0,1,0,345572,17.4,1,1
560,0,3,1,1.0,0,0,372622,7.75,1,3
561,0,3,1,40.0,0,0,349251,7.8958,1,1
562,0,2,1,28.0,0,0,218629,13.5,1,1
563,0,3,1,1.0,0,0,SOTON/OQ 392082,8.05,1,1
564,0,3,0,1.0,0,0,SOTON/O.Q. 392087,8.05,1,1
565,0,3,1,24.0,2,0,A/4 48871,24.15,1,1
566,0,3,1,19.0,0,0,349205,7.8958,1,1
567,0,3,0,29.0,0,4,349909,21.075,1,1
568,0,3,1,1.0,0,0,2686,7.2292,1,2
569,1,3,1,32.0,0,0,350417,7.8542,1,1
570,1,2,1,62.0,0,0,S.W./PP 752,10.5,1,1
571,1,1,0,53.0,2,0,11769,51.4792,99,1
572,1,1,1,36.0,0,0,PC 17474,26.3875,89,1
573,1,3,0,1.0,0,0,14312,7.75,1,3
574,0,3,1,16.0,0,0,A/4. 20589,8.05,1,1
575,0,3,1,19.0,0,0,358585,14.5,1,1
576,1,2,0,34.0,0,0,243880,13.0,1,1
577,1,1,0,39.0,1,0,13507,55.9,75,1
578,0,3,0,1.0,1,0,2689,14.4583,1,2
579,1,3,1,32.0,0,0,STON/O 2. 3101286,7.925,1,1
580,1,2,0,25.0,1,1,237789,30.0,1,1
581,1,1,0,39.0,1,1,17421,110.8833,100,2
582,0,2,1,54.0,0,0,28403,26.0,1,1
583,0,1,1,36.0,0,0,13049,40.125,101,2
584,0,3,1,1.0,0,0,3411,8.7125,1,2
585,1,1,0,18.0,0,2,110413,79.65,102,1
586,0,2,1,47.0,0,0,237565,15.0,1,1
587,1,1,1,60.0,1,1,13567,79.2,103,2
588,0,3,1,22.0,0,0,14973,8.05,1,1
589,0,3,1,1.0,0,0,A./5. 3235,8.05,1,1
590,0,3,1,35.0,0,0,STON/O 2. 3101273,7.125,1,1
591,1,1,0,52.0,1,0,36947,78.2667,87,2
592,0,3,1,47.0,0,0,A/5 3902,7.25,1,1
593,0,3,0,1.0,0,2,364848,7.75,1,3
594,0,2,1,37.0,1,0,SC/AH 29037,26.0,1,1
595,0,3,1,36.0,1,1,345773,24.15,1,1
596,1,2,0,1.0,0,0,248727,33.0,1,1
597,0,3,1,49.0,0,0,LINE,0.0,1,1
598,0,3,1,1.0,0,0,2664,7.225,1,2
599,1,1,1,49.0,1,0,PC 17485,56.9292,104,2
600,1,2,0,24.0,2,1,243847,27.0,1,1
601,0,3,1,1.0,0,0,349214,7.8958,1,1
602,0,1,1,1.0,0,0,113796,42.4,1,1
603,0,3,1,44.0,0,0,364511,8.05,1,1
604,1,1,1,35.0,0,0,111426,26.55,1,2
605,0,3,1,36.0,1,0,349910,15.55,1,1
606,0,3,1,30.0,0,0,349246,7.8958,1,1
607,1,1,1,27.0,0,0,113804,30.5,1,1
608,1,2,0,22.0,1,2,SC/Paris 2123,41.5792,1,2
609,1,1,0,40.0,0,0,PC 17582,153.4625,47,1
610,0,3,0,39.0,1,5,347082,31.275,1,1
611,0,3,1,1.0,0,0,SOTON/O.Q. 3101305,7.05,1,1
612,1,3,0,1.0,1,0,367230,15.5,1,3
613,0,3,1,1.0,0,0,370377,7.75,1,3
614,0,3,1,35.0,0,0,364512,8.05,1,1
615,1,2,0,24.0,1,2,220845,65.0,1,1
616,0,3,1,34.0,1,1,347080,14.4,1,1
617,0,3,0,26.0,1,0,A/5. 3336,16.1,1,1
618,1,2,0,4.0,2,1,230136,39.0,33,1
619,0,2,1,26.0,0,0,31028,10.5,1,1
620,0,3,1,27.0,1,0,2659,14.4542,1,2
621,1,1,1,42.0,1,0,11753,52.5542,105,1
622,1,3,1,20.0,1,1,2653,15.7417,1,2
623,0,3,1,21.0,0,0,350029,7.8542,1,1
624,0,3,1,21.0,0,0,54636,16.1,1,1
625,0,1,1,61.0,0,0,36963,32.3208,106,1
626,0,2,1,57.0,0,0,219533,12.35,1,3
627,1,1,0,21.0,0,0,13502,77.9583,107,1
628,0,3,1,26.0,0,0,349224,7.8958,1,1
629,0,3,1,1.0,0,0,334912,7.7333,1,3
630,1,1,1,80.0,0,0,27042,30.0,108,1
631,0,3,1,51.0,0,0,347743,7.0542,1,1
632,1,1,1,32.0,0,0,13214,30.5,109,2
633,0,1,1,1.0,0,0,112052,0.0,1,1
634,0,3,0,9.0,3,2,347088,27.9,1,1
635,1,2,0,28.0,0,0,237668,13.0,1,1
636,0,3,1,32.0,0,0,STON/O 2. 3101292,7.925,1,1
637,0,2,1,31.0,1,1,C.A. 31921,26.25,1,1
638,0,3,0,41.0,0,5,3101295,39.6875,1,1
639,0,3,1,1.0,1,0,376564,16.1,1,1
640,0,3,1,20.0,0,0,350050,7.8542,1,1
641,1,1,0,24.0,0,0,PC 17477,69.3,70,2
642,0,3,0,2.0,3,2,347088,27.9,1,1
643,1,3,1,1.0,0,0,1601,56.4958,1,1
644,1,3,0,0.75,2,1,2666,19.2583,1,2
645,1,1,1,48.0,1,0,PC 17572,76.7292,11,2
646,0,3,1,19.0,0,0,349231,7.8958,1,1
647,1,1,1,56.0,0,0,13213,35.5,110,2
648,0,3,1,1.0,0,0,S.O./P.P. 751,7.55,1,1
649,1,3,0,23.0,0,0,CA. 2314,7.55,1,1
650,0,3,1,1.0,0,0,349221,7.8958,1,1
651,1,2,0,18.0,0,1,231919,23.0,1,1
652,0,3,1,21.0,0,0,8475,8.4333,1,1
653,1,3,0,1.0,0,0,330919,7.8292,1,3
654,0,3,0,18.0,0,0,365226,6.75,1,3
655,0,2,1,24.0,2,0,S.O.C. 14879,73.5,1,1
656,0,3,1,1.0,0,0,349223,7.8958,1,1
657,0,3,0,32.0,1,1,364849,15.5,1,3
658,0,2,1,23.0,0,0,29751,13.0,1,1
659,0,1,1,58.0,0,2,35273,113.275,111,2
660,1,1,1,50.0,2,0,PC 17611,133.65,1,1
661,0,3,1,40.0,0,0,2623,7.225,1,2
662,0,1,1,47.0,0,0,5727,25.5875,112,1
663,0,3,1,36.0,0,0,349210,7.4958,1,1
664,1,3,1,20.0,1,0,STON/O 2. 3101285,7.925,1,1
665,0,2,1,32.0,2,0,S.O.C. 14879,73.5,1,1
666,0,2,1,25.0,0,0,234686,13.0,1,1
667,0,3,1,1.0,0,0,312993,7.775,1,1
668,0,3,1,43.0,0,0,A/5 3536,8.05,1,1
669,1,1,0,1.0,1,0,19996,52.0,113,1
670,1,2,0,40.0,1,1,29750,39.0,1,1
671,0,1,1,31.0,1,0,F.C. 12750,52.0,114,1
672,0,2,1,70.0,0,0,C.A. 24580,10.5,1,1
673,1,2,1,31.0,0,0,244270,13.0,1,1
674,0,2,1,1.0,0,0,239856,0.0,1,1
675,0,3,1,18.0,0,0,349912,7.775,1,1
676,0,3,1,24.5,0,0,342826,8.05,1,1
677,1,3,0,18.0,0,0,4138,9.8417,1,1
678,0,3,0,43.0,1,6,CA 2144,46.9,1,1
679,1,1,1,36.0,0,1,PC 17755,512.3292,115,2
680,0,3,0,1.0,0,0,330935,8.1375,1,3
681,1,1,1,27.0,0,0,PC 17572,76.7292,116,2
682,0,3,1,20.0,0,0,6563,9.225,1,1
683,0,3,1,14.0,5,2,CA 2144,46.9,1,1
684,0,2,1,60.0,1,1,29750,39.0,1,1
685,0,2,1,25.0,1,2,SC/Paris 2123,41.5792,1,2
686,0,3,1,14.0,4,1,3101295,39.6875,1,1
687,0,3,1,19.0,0,0,349228,10.1708,1,1
688,0,3,1,18.0,0,0,350036,7.7958,1,1
689,1,1,0,15.0,0,1,24160,211.3375,117,1
690,1,1,1,31.0,1,0,17474,57.0,118,1
691,1,3,0,4.0,0,1,349256,13.4167,1,2
692,1,3,1,1.0,0,0,1601,56.4958,1,1
693,0,3,1,25.0,0,0,2672,7.225,1,2
694,0,1,1,60.0,0,0,113800,26.55,1,1
695,0,2,1,52.0,0,0,248731,13.5,1,1
696,0,3,1,44.0,0,0,363592,8.05,1,1
697,1,3,0,1.0,0,0,35852,7.7333,1,3
698,0,1,1,49.0,1,1,17421,110.8833,100,2
699,0,3,1,42.0,0,0,348121,7.65,119,1
700,1,1,0,18.0,1,0,PC 17757,227.525,120,2
701,1,1,1,35.0,0,0,PC 17475,26.2875,121,1
702,0,3,0,18.0,0,1,2691,14.4542,1,2
703,0,3,1,25.0,0,0,36864,7.7417,1,3
704,0,3,1,26.0,1,0,350025,7.8542,1,1
705,0,2,1,39.0,0,0,250655,26.0,1,1
706,1,2,0,45.0,0,0,223596,13.5,1,1
707,1,1,1,42.0,0,0,PC 17476,26.2875,121,1
708,1,1,0,22.0,0,0,113781,151.55,1,1
709,1,3,1,1.0,1,1,2661,15.2458,1,2
710,1,1,0,24.0,0,0,PC 17482,49.5042,122,2
711,0,1,1,1.0,0,0,113028,26.55,64,1
712,1,1,1,48.0,1,0,19996,52.0,113,1
713,0,3,1,29.0,0,0,7545,9.4833,1,1
714,0,2,1,52.0,0,0,250647,13.0,1,1
715,0,3,1,19.0,0,0,348124,7.65,16,1
716,1,1,0,38.0,0,0,PC 17757,227.525,123,2
717,1,2,0,27.0,0,0,34218,10.5,23,1
718,0,3,1,1.0,0,0,36568,15.5,1,3
719,0,3,1,33.0,0,0,347062,7.775,1,1
720,1,2,0,6.0,0,1,248727,33.0,1,1
721,0,3,1,17.0,1,0,350048,7.0542,1,1
722,0,2,1,34.0,0,0,12233,13.0,1,1
723,0,2,1,50.0,0,0,250643,13.0,1,1
724,1,1,1,27.0,1,0,113806,53.1,124,1
725,0,3,1,20.0,0,0,315094,8.6625,1,1
726,1,2,0,30.0,3,0,31027,21.0,1,1
727,1,3,0,1.0,0,0,36866,7.7375,1,3
728,0,2,1,25.0,1,0,236853,26.0,1,1
729,0,3,0,25.0,1,0,STON/O2. 3101271,7.925,1,1
730,1,1,0,29.0,0,0,24160,211.3375,117,1
731,0,3,1,11.0,0,0,2699,18.7875,1,2
732,0,2,1,1.0,0,0,239855,0.0,1,1
733,0,2,1,23.0,0,0,28425,13.0,1,1
734,0,2,1,23.0,0,0,233639,13.0,1,1
735,0,3,1,28.5,0,0,54636,16.1,1,1
736,0,3,0,48.0,1,3,W./C. 6608,34.375,1,1
737,1,1,1,35.0,0,0,PC 17755,512.3292,125,2
738,0,3,1,1.0,0,0,349201,7.8958,1,1
739,0,3,1,1.0,0,0,349218,7.8958,1,1
740,1,1,1,1.0,0,0,16988,30.0,126,1
741,0,1,1,36.0,1,0,19877,78.85,127,1
742,1,1,0,21.0,2,2,PC 17608,262.375,59,2
743,0,3,1,24.0,1,0,376566,16.1,1,1
744,1,3,1,31.0,0,0,STON/O 2. 3101288,7.925,1,1
745,0,1,1,70.0,1,1,WE/P 5735,71.0,95,1
746,0,3,1,16.0,1,1,C.A. 2673,20.25,1,1
747,1,2,0,30.0,0,0,250648,13.0,1,1
748,0,1,1,19.0,1,0,113773,53.1,128,1
749,0,3,1,31.0,0,0,335097,7.75,1,3
750,1,2,0,4.0,1,1,29103,23.0,1,1
751,1,3,1,6.0,0,1,392096,12.475,129,1
752,0,3,1,33.0,0,0,345780,9.5,1,1
753,0,3,1,23.0,0,0,349204,7.8958,1,1
754,1,2,0,48.0,1,2,220845,65.0,1,1
755,1,2,1,0.67,1,1,250649,14.5,1,1
756,0,3,1,28.0,0,0,350042,7.7958,1,1
757,0,2,1,18.0,0,0,29108,11.5,1,1
758,0,3,1,34.0,0,0,363294,8.05,1,1
759,1,1,0,33.0,0,0,110152,86.5,44,1
760,0,3,1,1.0,0,0,358585,14.5,1,1
761,0,3,1,41.0,0,0,SOTON/O2 3101272,7.125,1,1
762,1,3,1,20.0,0,0,2663,7.2292,1,2
763,1,1,0,36.0,1,2,113760,120.0,73,1
764,0,3,1,16.0,0,0,347074,7.775,1,1
765,1,1,0,51.0,1,0,13502,77.9583,130,1
766,0,1,1,1.0,0,0,112379,39.6,1,2
767,0,3,0,30.5,0,0,364850,7.75,1,3
768,0,3,1,1.0,1,0,371110,24.15,1,3
769,0,3,1,32.0,0,0,8471,8.3625,1,1
770,0,3,1,24.0,0,0,345781,9.5,1,1
771,0,3,1,48.0,0,0,350047,7.8542,1,1
772,0,2,0,57.0,0,0,S.O./P.P. 3,10.5,131,1
773,0,3,1,1.0,0,0,2674,7.225,1,2
774,1,2,0,54.0,1,3,29105,23.0,1,1
775,0,3,1,18.0,0,0,347078,7.75,1,1
776,0,3,1,1.0,0,0,383121,7.75,132,3
777,1,3,0,5.0,0,0,364516,12.475,1,1
778,0,3,1,1.0,0,0,36865,7.7375,1,3
779,1,1,0,43.0,0,1,24160,211.3375,133,1
780,1,3,0,13.0,0,0,2687,7.2292,1,2
781,1,1,0,17.0,1,0,17474,57.0,118,1
782,0,1,1,29.0,0,0,113501,30.0,134,1
783,0,3,1,1.0,1,2,W./C. 6607,23.45,1,1
784,0,3,1,25.0,0,0,SOTON/O.Q. 3101312,7.05,1,1
785,0,3,1,25.0,0,0,374887,7.25,1,1
786,1,3,0,18.0,0,0,3101265,7.4958,1,1
787,0,3,1,8.0,4,1,382652,29.125,1,3
788,1,3,1,1.0,1,2,C.A. 2315,20.575,1,1
789,0,1,1,46.0,0,0,PC 17593,79.2,135,2
790,0,3,1,1.0,0,0,12460,7.75,1,3
791,0,2,1,16.0,0,0,239865,26.0,1,1
792,0,3,0,1.0,8,2,CA. 2343,69.55,1,1
793,0,1,1,1.0,0,0,PC 17600,30.6958,1,2
794,0,3,1,25.0,0,0,349203,7.8958,1,1
795,0,2,1,39.0,0,0,28213,13.0,1,1
796,1,1,0,49.0,0,0,17465,25.9292,136,1
797,1,3,0,31.0,0,0,349244,8.6833,1,1
798,0,3,1,30.0,0,0,2685,7.2292,1,2
799,0,3,0,30.0,1,1,345773,24.15,1,1
800,0,2,1,34.0,0,0,250647,13.0,1,1
801,1,2,0,31.0,1,1,C.A. 31921,26.25,1,1
802,1,1,1,11.0,1,2,113760,120.0,73,1
803,1,3,1,0.42,0,1,2625,8.5167,1,2
804,1,3,1,27.0,0,0,347089,6.975,1,1
805,0,3,1,31.0,0,0,347063,7.775,1,1
806,0,1,1,39.0,0,0,112050,0.0,137,1
807,0,3,0,18.0,0,0,347087,7.775,1,1
808,0,2,1,39.0,0,0,248723,13.0,1,1
809,1,1,0,33.0,1,0,113806,53.1,124,1
810,0,3,1,26.0,0,0,3474,7.8875,1,1
811,0,3,1,39.0,0,0,A/4 48871,24.15,1,1
812,0,2,1,35.0,0,0,28206,10.5,1,1
813,0,3,0,6.0,4,2,347082,31.275,1,1
814,0,3,1,30.5,0,0,364499,8.05,1,1
815,0,1,1,1.0,0,0,112058,0.0,138,1
816,0,3,0,23.0,0,0,STON/O2. 3101290,7.925,1,1
817,0,2,1,31.0,1,1,S.C./PARIS 2079,37.0042,1,2
818,0,3,1,43.0,0,0,C 7075,6.45,1,1
819,0,3,1,10.0,3,2,347088,27.9,1,1
820,1,1,0,52.0,1,1,12749,93.5,139,1
821,1,3,1,27.0,0,0,315098,8.6625,1,1
822,0,1,1,38.0,0,0,19972,0.0,1,1
823,1,3,0,27.0,0,1,392096,12.475,129,1
824,0,3,1,2.0,4,1,3101295,39.6875,1,1
825,0,3,1,1.0,0,0,368323,6.95,1,3
826,0,3,1,1.0,0,0,1601,56.4958,1,1
827,1,2,1,1.0,0,2,S.C./PARIS 2079,37.0042,1,2
828,1,3,1,1.0,0,0,367228,7.75,1,3
830,1,3,0,15.0,1,0,2659,14.4542,1,2
831,1,2,1,0.83,1,1,29106,18.75,1,1
832,0,3,1,1.0,0,0,2671,7.2292,1,2
833,0,3,1,23.0,0,0,347468,7.8542,1,1
834,0,3,1,18.0,0,0,2223,8.3,1,1
835,1,1,0,39.0,1,1,PC 17756,83.1583,140,2
836,0,3,1,21.0,0,0,315097,8.6625,1,1
837,0,3,1,1.0,0,0,392092,8.05,1,1
838,1,3,1,32.0,0,0,1601,56.4958,1,1
839,1,1,1,1.0,0,0,11774,29.7,141,2
840,0,3,1,20.0,0,0,SOTON/O2 3101287,7.925,1,1
841,0,2,1,16.0,0,0,S.O./P.P. 3,10.5,1,1
842,1,1,0,30.0,0,0,113798,31.0,1,2
843,0,3,1,34.5,0,0,2683,6.4375,1,2
844,0,3,1,17.0,0,0,315090,8.6625,1,1
845,0,3,1,42.0,0,0,C.A. 5547,7.55,1,1
846,0,3,1,1.0,8,2,CA. 2343,69.55,1,1
847,0,3,1,35.0,0,0,349213,7.8958,1,2
848,0,2,1,28.0,0,1,248727,33.0,1,1
849,1,1,0,1.0,1,0,17453,89.1042,79,2
850,0,3,1,4.0,4,2,347082,31.275,1,1
851,0,3,1,74.0,0,0,347060,7.775,1,1
852,0,3,0,9.0,1,1,2678,15.2458,1,2
853,1,1,0,16.0,0,1,PC 17592,39.4,142,1
854,0,2,0,44.0,1,0,244252,26.0,1,1
855,1,3,0,18.0,0,1,392091,9.35,1,1
856,1,1,0,45.0,1,1,36928,164.8667,1,1
857,1,1,1,51.0,0,0,113055,26.55,143,1
858,1,3,0,24.0,0,3,2666,19.2583,1,2
859,0,3,1,1.0,0,0,2629,7.2292,1,2
860,0,3,1,41.0,2,0,350026,14.1083,1,1
861,0,2,1,21.0,1,0,28134,11.5,1,1
862,1,1,0,48.0,0,0,17466,25.9292,136,1
863,0,3,0,1.0,8,2,CA. 2343,69.55,1,1
864,0,2,1,24.0,0,0,233866,13.0,1,1
865,1,2,0,42.0,0,0,236852,13.0,1,1
866,1,2,0,27.0,1,0,SC/PARIS 2149,13.8583,1,2
867,0,1,1,31.0,0,0,PC 17590,50.4958,144,1
868,0,3,1,1.0,0,0,345777,9.5,1,1
869,1,3,1,4.0,1,1,347742,11.1333,1,1
870,0,3,1,26.0,0,0,349248,7.8958,1,1
871,1,1,0,47.0,1,1,11751,52.5542,42,1
872,0,1,1,33.0,0,0,695,5.0,115,1
873,0,3,1,47.0,0,0,345765,9.0,1,1
874,1,2,0,28.0,1,0,P/PP 3381,24.0,1,2
875,1,3,0,15.0,0,0,2667,7.225,1,2
876,0,3,1,20.0,0,0,7534,9.8458,1,1
877,0,3,1,19.0,0,0,349212,7.8958,1,1
878,0,3,1,1.0,0,0,349217,7.8958,1,1
879,1,1,0,56.0,0,1,11767,83.1583,145,2
880,1,2,0,25.0,0,1,230433,26.0,1,1
881,0,3,1,33.0,0,0,349257,7.8958,1,1
882,0,3,0,22.0,0,0,7552,10.5167,1,1
883,0,2,1,28.0,0,0,C.A./SOTON 34068,10.5,1,1
884,0,3,1,25.0,0,0,SOTON/OQ 392076,7.05,1,1
885,0,3,0,39.0,0,5,382652,29.125,1,3
886,0,2,1,27.0,0,0,211536,13.0,1,1
887,1,1,0,19.0,0,0,112053,30.0,146,1
888,0,3,0,1.0,1,2,W./C. 6607,23.45,1,1
889,1,1,1,26.0,0,0,111369,30.0,147,2
890,0,3,1,32.0,0,0,370376,7.75,1,3
