,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
378,0,3,1,20.0,0,0,2648,4.0125,0.0,0.6666666666666666
379,0,3,1,19.0,0,0,347069,7.775,0.0,0.3333333333333333
380,1,1,0,42.0,0,0,0,227.525,0.0,0.6666666666666666
381,1,3,0,1.0,0,2,2653,15.7417,0.0,0.6666666666666666
382,0,3,1,32.0,0,0,0,7.925,0.0,0.3333333333333333
383,1,1,0,35.0,1,0,113789,52.0,0.0,0.3333333333333333
384,0,3,1,0.0,0,0,349227,7.8958,0.0,0.3333333333333333
385,0,2,1,18.0,0,0,0,73.5,0.0,0.3333333333333333
386,0,3,1,1.0,5,2,0,46.9,0.0,0.3333333333333333
387,1,2,0,36.0,0,0,27849,13.0,0.0,0.3333333333333333
388,0,3,1,0.0,0,0,367655,7.7292,0.0,1.0
389,1,2,0,17.0,0,0,0,12.0,0.0,0.6666666666666666
390,1,1,1,36.0,1,2,113760,120.0,0.4965986394557823,0.3333333333333333
391,1,3,1,21.0,0,0,350034,7.7958,0.0,0.3333333333333333
392,0,3,1,28.0,2,0,3101277,7.925,0.0,0.3333333333333333
393,1,1,0,23.0,1,0,35273,113.275,0.2585034013605442,0.6666666666666666
394,1,3,0,24.0,0,2,0,16.7,0.027210884353741496,0.3333333333333333
395,0,3,1,22.0,0,0,350052,7.7958,0.0,0.3333333333333333
396,0,3,0,31.0,0,0,350407,7.8542,0.0,0.3333333333333333
397,0,2,1,46.0,0,0,28403,26.0,0.0,0.3333333333333333
398,0,2,1,23.0,0,0,244278,10.5,0.0,0.3333333333333333
399,1,2,0,28.0,0,0,240929,12.65,0.0,0.3333333333333333
400,1,3,1,39.0,0,0,0,7.925,0.0,0.3333333333333333
401,0,3,1,26.0,0,0,341826,8.05,0.0,0.3333333333333333
402,0,3,0,21.0,1,0,4137,9.825,0.0,0.3333333333333333
403,0,3,1,28.0,1,0,0,15.85,0.0,0.3333333333333333
404,0,3,0,20.0,0,0,315096,8.6625,0.0,0.3333333333333333
405,0,2,1,34.0,1,0,28664,21.0,0.0,0.3333333333333333
406,0,3,1,51.0,0,0,347064,7.75,0.0,0.3333333333333333
407,1,2,1,3.0,1,1,29106,18.75,0.0,0.3333333333333333
408,0,3,1,21.0,0,0,312992,7.775,0.0,0.3333333333333333
409,0,3,0,0.0,3,1,4133,25.4667,0.0,0.3333333333333333
410,0,3,1,0.0,0,0,349222,7.8958,0.0,0.3333333333333333
411,0,3,1,0.0,0,0,394140,6.8583,0.0,1.0
412,1,1,0,33.0,1,0,19928,90.0,0.2789115646258503,1.0
413,0,2,1,0.0,0,0,239853,0.0,0.0,0.3333333333333333
414,1,3,1,44.0,0,0,0,7.925,0.0,0.3333333333333333
415,0,3,0,0.0,0,0,343095,8.05,0.0,0.3333333333333333
416,1,2,0,34.0,1,1,28220,32.5,0.0,0.3333333333333333
417,1,2,0,18.0,0,2,250652,13.0,0.0,0.3333333333333333
418,0,2,1,30.0,0,0,28228,13.0,0.0,0.3333333333333333
419,0,3,0,10.0,0,2,345773,24.15,0.0,0.3333333333333333
420,0,3,1,0.0,0,0,349254,7.8958,0.0,0.6666666666666666
421,0,3,1,21.0,0,0,0,7.7333,0.0,1.0
422,0,3,1,29.0,0,0,315082,7.875,0.0,0.3333333333333333
423,0,3,0,28.0,1,1,347080,14.4,0.0,0.3333333333333333
424,0,3,1,18.0,1,1,370129,20.2125,0.0,0.3333333333333333
425,0,3,1,0.0,0,0,0,7.25,0.0,0.3333333333333333
426,1,2,0,28.0,1,0,2003,26.0,0.0,0.3333333333333333
427,1,2,0,19.0,0,0,250655,26.0,0.0,0.3333333333333333
428,0,3,1,0.0,0,0,364851,7.75,0.0,1.0
429,1,3,1,32.0,0,0,0,8.05,0.5034013605442177,0.3333333333333333
430,1,1,1,28.0,0,0,110564,26.55,0.08163265306122448,0.3333333333333333
431,1,3,0,0.0,1,0,376564,16.1,0.0,0.3333333333333333
432,1,2,0,42.0,1,0,0,26.0,0.0,0.3333333333333333
433,0,3,1,17.0,0,0,0,7.125,0.0,0.3333333333333333
434,0,1,1,50.0,1,0,13507,55.9,0.5102040816326531,0.3333333333333333
435,1,1,0,14.0,1,2,113760,120.0,0.4965986394557823,0.3333333333333333
436,0,3,0,21.0,2,2,0,34.375,0.0,0.3333333333333333
437,1,2,0,24.0,2,3,29106,18.75,0.0,0.3333333333333333
438,0,1,1,64.0,1,4,19950,263.0,0.05442176870748299,0.3333333333333333
439,0,2,1,31.0,0,0,0,10.5,0.0,0.3333333333333333
440,1,2,0,45.0,1,1,0,26.25,0.0,0.3333333333333333
441,0,3,1,20.0,0,0,345769,9.5,0.0,0.3333333333333333
442,0,3,1,25.0,1,0,347076,7.775,0.0,0.3333333333333333
443,1,2,0,28.0,0,0,230434,13.0,0.0,0.3333333333333333
444,1,3,1,0.0,0,0,65306,8.1125,0.0,0.3333333333333333
445,1,1,1,4.0,0,2,33638,81.8583,0.5170068027210885,0.3333333333333333
446,1,2,0,13.0,0,1,250644,19.5,0.0,0.3333333333333333
447,1,1,1,34.0,0,0,113794,26.55,0.0,0.3333333333333333
448,1,3,0,5.0,2,1,2666,19.2583,0.0,0.6666666666666666
449,1,1,1,52.0,0,0,113786,30.5,0.5238095238095238,0.3333333333333333
450,0,2,1,36.0,1,2,0,27.75,0.0,0.3333333333333333
451,0,3,1,0.0,1,0,65303,19.9667,0.0,0.3333333333333333
452,0,1,1,30.0,0,0,113051,27.75,0.5306122448979592,0.6666666666666666
453,1,1,1,49.0,1,0,17453,89.1042,0.5374149659863946,0.6666666666666666
454,0,3,1,0.0,0,0,0,8.05,0.0,0.3333333333333333
455,1,3,1,29.0,0,0,349240,7.8958,0.0,0.6666666666666666
456,0,1,1,65.0,0,0,13509,26.55,0.54421768707483,0.3333333333333333
457,1,1,0,0.0,1,0,17464,51.8625,0.5510204081632653,0.3333333333333333
458,1,2,0,50.0,0,0,0,10.5,0.0,0.3333333333333333
459,0,3,1,0.0,0,0,371060,7.75,0.0,1.0
460,1,1,1,48.0,0,0,19952,26.55,0.5578231292517006,0.3333333333333333
461,0,3,1,34.0,0,0,364506,8.05,0.0,0.3333333333333333
462,0,1,1,47.0,0,0,111320,38.5,0.564625850340136,0.3333333333333333
463,0,2,1,48.0,0,0,234360,13.0,0.0,0.3333333333333333
464,0,3,1,0.0,0,0,0,8.05,0.0,0.3333333333333333
465,0,3,1,38.0,0,0,0,7.05,0.0,0.3333333333333333
466,0,2,1,0.0,0,0,239853,0.0,0.0,0.3333333333333333
467,0,1,1,56.0,0,0,113792,26.55,0.0,0.3333333333333333
468,0,3,1,0.0,0,0,36209,7.725,0.0,1.0
469,1,3,0,0.75,2,1,2666,19.2583,0.0,0.6666666666666666
470,0,3,1,0.0,0,0,323592,7.25,0.0,0.3333333333333333
471,0,3,1,38.0,0,0,315089,8.6625,0.0,0.3333333333333333
472,1,2,0,33.0,1,2,0,27.75,0.0,0.3333333333333333
473,1,2,0,23.0,0,0,0,13.7917,0.36054421768707484,0.6666666666666666
474,0,3,0,22.0,0,0,7553,9.8375,0.0,0.3333333333333333
475,0,1,1,0.0,0,0,110465,52.0,0.5714285714285714,0.3333333333333333
476,0,2,1,34.0,1,0,31027,21.0,0.0,0.3333333333333333
477,0,3,1,29.0,1,0,3460,7.0458,0.0,0.3333333333333333
478,0,3,1,22.0,0,0,350060,7.5208,0.0,0.3333333333333333
479,1,3,0,2.0,0,1,3101298,12.2875,0.0,0.3333333333333333
480,0,3,1,9.0,5,2,0,46.9,0.0,0.3333333333333333
481,0,2,1,0.0,0,0,239854,0.0,0.0,0.3333333333333333
482,0,3,1,50.0,0,0,0,8.05,0.0,0.3333333333333333
483,1,3,0,63.0,0,0,4134,9.5875,0.0,0.3333333333333333
484,1,1,1,25.0,1,0,11967,91.0792,0.35374149659863946,0.6666666666666666
485,0,3,0,0.0,3,1,4133,25.4667,0.0,0.3333333333333333
486,1,1,0,35.0,1,0,19943,90.0,0.272108843537415,0.3333333333333333
487,0,1,1,58.0,0,0,11771,29.7,0.5782312925170068,0.6666666666666666
488,0,3,1,30.0,0,0,0,8.05,0.0,0.3333333333333333
489,1,3,1,9.0,1,1,0,15.9,0.0,0.3333333333333333
490,0,3,1,0.0,1,0,65304,19.9667,0.0,0.3333333333333333
491,0,3,1,21.0,0,0,0,7.25,0.0,0.3333333333333333
492,0,1,1,55.0,0,0,113787,30.5,0.5850340136054422,0.3333333333333333
493,0,1,1,71.0,0,0,0,49.5042,0.0,0.6666666666666666
494,0,3,1,21.0,0,0,0,8.05,0.0,0.3333333333333333
495,0,3,1,0.0,0,0,2627,14.4583,0.0,0.6666666666666666
496,1,1,0,54.0,1,0,36947,78.2667,0.5918367346938775,0.6666666666666666
497,0,3,1,0.0,0,0,0,15.1,0.0,0.3333333333333333
498,0,1,0,25.0,1,2,113781,151.55,0.3673469387755102,0.3333333333333333
499,0,3,1,24.0,0,0,350035,7.7958,0.0,0.3333333333333333
500,0,3,1,17.0,0,0,315086,8.6625,0.0,0.3333333333333333
501,0,3,0,21.0,0,0,364846,7.75,0.0,1.0
502,0,3,0,0.0,0,0,330909,7.6292,0.0,1.0
503,0,3,0,37.0,0,0,4135,9.5875,0.0,0.3333333333333333
504,1,1,0,16.0,0,0,110152,86.5,0.5986394557823129,0.3333333333333333
505,0,1,1,18.0,1,0,0,108.9,0.38095238095238093,0.6666666666666666
506,1,2,0,33.0,0,2,26360,26.0,0.0,0.3333333333333333
507,1,1,1,0.0,0,0,111427,26.55,0.0,0.3333333333333333
508,0,3,1,28.0,0,0,0,22.525,0.0,0.3333333333333333
509,1,3,1,26.0,0,0,1601,56.4958,0.0,0.3333333333333333
510,1,3,1,29.0,0,0,382651,7.75,0.0,1.0
511,0,3,1,0.0,0,0,0,8.05,0.0,0.3333333333333333
512,1,1,1,36.0,0,0,0,26.2875,0.6054421768707483,0.3333333333333333
513,1,1,0,54.0,1,0,0,59.4,0.0,0.6666666666666666
514,0,3,1,24.0,0,0,349209,7.4958,0.0,0.3333333333333333
515,0,1,1,47.0,0,0,36967,34.0208,0.6122448979591837,0.3333333333333333
516,1,2,0,34.0,0,0,0,10.5,0.10204081632653061,0.3333333333333333
517,0,3,1,0.0,0,0,371110,24.15,0.0,1.0
518,1,2,0,36.0,1,0,226875,26.0,0.0,0.3333333333333333
519,0,3,1,32.0,0,0,349242,7.8958,0.0,0.3333333333333333
520,1,1,0,30.0,0,0,12749,93.5,0.6190476190476191,0.3333333333333333
521,0,3,1,22.0,0,0,349252,7.8958,0.0,0.3333333333333333
522,0,3,1,0.0,0,0,2624,7.225,0.0,0.6666666666666666
523,1,1,0,44.0,0,1,111361,57.9792,0.42857142857142855,0.6666666666666666
524,0,3,1,0.0,0,0,2700,7.2292,0.0,0.6666666666666666
525,0,3,1,40.5,0,0,367232,7.75,0.0,1.0
526,1,2,0,50.0,0,0,0,10.5,0.0,0.3333333333333333
527,0,1,1,0.0,0,0,0,221.7792,0.6258503401360545,0.3333333333333333
528,0,3,1,39.0,0,0,3101296,7.925,0.0,0.3333333333333333
529,0,2,1,23.0,2,1,29104,11.5,0.0,0.3333333333333333
530,1,2,0,2.0,1,1,26360,26.0,0.0,0.3333333333333333
531,0,3,1,0.0,0,0,2641,7.2292,0.0,0.6666666666666666
532,0,3,1,17.0,1,1,2690,7.2292,0.0,0.6666666666666666
533,1,3,0,0.0,0,2,2668,22.3583,0.0,0.6666666666666666
534,0,3,0,30.0,0,0,315084,8.6625,0.0,0.3333333333333333
535,1,2,0,7.0,0,2,0,26.25,0.0,0.3333333333333333
536,0,1,1,45.0,0,0,113050,26.55,0.6326530612244898,0.3333333333333333
537,1,1,0,30.0,0,0,0,106.425,0.0,0.6666666666666666
538,0,3,1,0.0,0,0,364498,14.5,0.0,0.3333333333333333
539,1,1,0,22.0,0,2,13568,49.5,0.6394557823129252,0.6666666666666666
540,1,1,0,36.0,0,2,0,71.0,0.6462585034013606,0.3333333333333333
541,0,3,0,9.0,4,2,347082,31.275,0.0,0.3333333333333333
542,0,3,0,11.0,4,2,347082,31.275,0.0,0.3333333333333333
543,1,2,1,32.0,1,0,2908,26.0,0.0,0.3333333333333333
544,0,1,1,50.0,1,0,0,106.425,0.6530612244897959,0.6666666666666666
545,0,1,1,64.0,0,0,693,26.0,0.0,0.3333333333333333
546,1,2,0,19.0,1,0,2908,26.0,0.0,0.3333333333333333
547,1,2,1,0.0,0,0,0,13.8625,0.0,0.6666666666666666
548,0,3,1,33.0,1,1,363291,20.525,0.0,0.3333333333333333
549,1,2,1,8.0,1,1,0,36.75,0.0,0.3333333333333333
550,1,1,1,17.0,0,2,17421,110.8833,0.6598639455782312,0.6666666666666666
551,0,2,1,27.0,0,0,244358,26.0,0.0,0.3333333333333333
552,0,3,1,0.0,0,0,330979,7.8292,0.0,1.0
553,1,3,1,22.0,0,0,2620,7.225,0.0,0.6666666666666666
554,1,3,0,22.0,0,0,347085,7.775,0.0,0.3333333333333333
555,0,1,1,62.0,0,0,113807,26.55,0.0,0.3333333333333333
556,1,1,0,48.0,1,0,11755,39.6,0.6666666666666666,0.6666666666666666
557,0,1,1,0.0,0,0,0,227.525,0.0,0.6666666666666666
558,1,1,0,39.0,1,1,110413,79.65,0.30612244897959184,0.3333333333333333
559,1,3,0,36.0,1,0,345572,17.4,0.0,0.3333333333333333
560,0,3,1,0.0,0,0,372622,7.75,0.0,1.0
561,0,3,1,40.0,0,0,349251,7.8958,0.0,0.3333333333333333
562,0,2,1,28.0,0,0,218629,13.5,0.0,0.3333333333333333
563,0,3,1,0.0,0,0,0,8.05,0.0,0.3333333333333333
564,0,3,0,0.0,0,0,0,8.05,0.0,0.3333333333333333
565,0,3,1,24.0,2,0,0,24.15,0.0,0.3333333333333333
566,0,3,1,19.0,0,0,349205,7.8958,0.0,0.3333333333333333
567,0,3,0,29.0,0,4,349909,21.075,0.0,0.3333333333333333
568,0,3,1,0.0,0,0,2686,7.2292,0.0,0.6666666666666666
569,1,3,1,32.0,0,0,350417,7.8542,0.0,0.3333333333333333
570,1,2,1,62.0,0,0,0,10.5,0.0,0.3333333333333333
571,1,1,0,53.0,2,0,11769,51.4792,0.673469387755102,0.3333333333333333
572,1,1,1,36.0,0,0,0,26.3875,0.6054421768707483,0.3333333333333333
573,1,3,0,0.0,0,0,14312,7.75,0.0,1.0
574,0,3,1,16.0,0,0,0,8.05,0.0,0.3333333333333333
575,0,3,1,19.0,0,0,358585,14.5,0.0,0.3333333333333333
576,1,2,0,34.0,0,0,243880,13.0,0.0,0.3333333333333333
577,1,1,0,39.0,1,0,13507,55.9,0.5102040816326531,0.3333333333333333
578,0,3,0,0.0,1,0,2689,14.4583,0.0,0.6666666666666666
579,1,3,1,32.0,0,0,0,7.925,0.0,0.3333333333333333
580,1,2,0,25.0,1,1,237789,30.0,0.0,0.3333333333333333
581,1,1,0,39.0,1,1,17421,110.8833,0.6802721088435374,0.6666666666666666
582,0,2,1,54.0,0,0,28403,26.0,0.0,0.3333333333333333
583,0,1,1,36.0,0,0,13049,40.125,0.6870748299319728,0.6666666666666666
584,0,3,1,0.0,0,0,3411,8.7125,0.0,0.6666666666666666
585,1,1,0,18.0,0,2,110413,79.65,0.6938775510204082,0.3333333333333333
586,0,2,1,47.0,0,0,237565,15.0,0.0,0.3333333333333333
587,1,1,1,60.0,1,1,13567,79.2,0.7006802721088435,0.6666666666666666
588,0,3,1,22.0,0,0,14973,8.05,0.0,0.3333333333333333
589,0,3,1,0.0,0,0,0,8.05,0.0,0.3333333333333333
590,0,3,1,35.0,0,0,0,7.125,0.0,0.3333333333333333
591,1,1,0,52.0,1,0,36947,78.2667,0.5918367346938775,0.6666666666666666
592,0,3,1,47.0,0,0,0,7.25,0.0,0.3333333333333333
593,0,3,0,0.0,0,2,364848,7.75,0.0,1.0
594,0,2,1,37.0,1,0,0,26.0,0.0,0.3333333333333333
595,0,3,1,36.0,1,1,345773,24.15,0.0,0.3333333333333333
596,1,2,0,0.0,0,0,248727,33.0,0.0,0.3333333333333333
597,0,3,1,49.0,0,0,0,0.0,0.0,0.3333333333333333
598,0,3,1,0.0,0,0,2664,7.225,0.0,0.6666666666666666
599,1,1,1,49.0,1,0,0,56.9292,0.7074829931972789,0.6666666666666666
600,1,2,0,24.0,2,1,243847,27.0,0.0,0.3333333333333333
601,0,3,1,0.0,0,0,349214,7.8958,0.0,0.3333333333333333
602,0,1,1,0.0,0,0,113796,42.4,0.0,0.3333333333333333
603,0,3,1,44.0,0,0,364511,8.05,0.0,0.3333333333333333
604,1,1,1,35.0,0,0,111426,26.55,0.0,0.6666666666666666
605,0,3,1,36.0,1,0,349910,15.55,0.0,0.3333333333333333
606,0,3,1,30.0,0,0,349246,7.8958,0.0,0.3333333333333333
607,1,1,1,27.0,0,0,113804,30.5,0.0,0.3333333333333333
608,1,2,0,22.0,1,2,0,41.5792,0.0,0.6666666666666666
609,1,1,0,40.0,0,0,0,153.4625,0.3197278911564626,0.3333333333333333
610,0,3,0,39.0,1,5,347082,31.275,0.0,0.3333333333333333
611,0,3,1,0.0,0,0,0,7.05,0.0,0.3333333333333333
612,1,3,0,0.0,1,0,367230,15.5,0.0,1.0
613,0,3,1,0.0,0,0,370377,7.75,0.0,1.0
614,0,3,1,35.0,0,0,364512,8.05,0.0,0.3333333333333333
615,1,2,0,24.0,1,2,220845,65.0,0.0,0.3333333333333333
616,0,3,1,34.0,1,1,347080,14.4,0.0,0.3333333333333333
617,0,3,0,26.0,1,0,0,16.1,0.0,0.3333333333333333
618,1,2,0,4.0,2,1,230136,39.0,0.22448979591836735,0.3333333333333333
619,0,2,1,26.0,0,0,31028,10.5,0.0,0.3333333333333333
620,0,3,1,27.0,1,0,2659,14.4542,0.0,0.6666666666666666
621,1,1,1,42.0,1,0,11753,52.5542,0.7142857142857143,0.3333333333333333
622,1,3,1,20.0,1,1,2653,15.7417,0.0,0.6666666666666666
623,0,3,1,21.0,0,0,350029,7.8542,0.0,0.3333333333333333
624,0,3,1,21.0,0,0,54636,16.1,0.0,0.3333333333333333
625,0,1,1,61.0,0,0,36963,32.3208,0.7210884353741497,0.3333333333333333
626,0,2,1,57.0,0,0,219533,12.35,0.0,1.0
627,1,1,0,21.0,0,0,13502,77.9583,0.7278911564625851,0.3333333333333333
628,0,3,1,26.0,0,0,349224,7.8958,0.0,0.3333333333333333
629,0,3,1,0.0,0,0,334912,7.7333,0.0,1.0
630,1,1,1,80.0,0,0,27042,30.0,0.7346938775510204,0.3333333333333333
631,0,3,1,51.0,0,0,347743,7.0542,0.0,0.3333333333333333
632,1,1,1,32.0,0,0,13214,30.5,0.7414965986394558,0.6666666666666666
633,0,1,1,0.0,0,0,112052,0.0,0.0,0.3333333333333333
634,0,3,0,9.0,3,2,347088,27.9,0.0,0.3333333333333333
635,1,2,0,28.0,0,0,237668,13.0,0.0,0.3333333333333333
636,0,3,1,32.0,0,0,0,7.925,0.0,0.3333333333333333
637,0,2,1,31.0,1,1,0,26.25,0.0,0.3333333333333333
638,0,3,0,41.0,0,5,3101295,39.6875,0.0,0.3333333333333333
639,0,3,1,0.0,1,0,376564,16.1,0.0,0.3333333333333333
640,0,3,1,20.0,0,0,350050,7.8542,0.0,0.3333333333333333
641,1,1,0,24.0,0,0,0,69.3,0.47619047619047616,0.6666666666666666
642,0,3,0,2.0,3,2,347088,27.9,0.0,0.3333333333333333
643,1,3,1,0.0,0,0,1601,56.4958,0.0,0.3333333333333333
644,1,3,0,0.75,2,1,2666,19.2583,0.0,0.6666666666666666
645,1,1,1,48.0,1,0,0,76.7292,0.06802721088435375,0.6666666666666666
646,0,3,1,19.0,0,0,349231,7.8958,0.0,0.3333333333333333
647,1,1,1,56.0,0,0,13213,35.5,0.7482993197278912,0.6666666666666666
648,0,3,1,0.0,0,0,0,7.55,0.0,0.3333333333333333
649,1,3,0,23.0,0,0,0,7.55,0.0,0.3333333333333333
650,0,3,1,0.0,0,0,349221,7.8958,0.0,0.3333333333333333
651,1,2,0,18.0,0,1,231919,23.0,0.0,0.3333333333333333
652,0,3,1,21.0,0,0,8475,8.4333,0.0,0.3333333333333333
653,1,3,0,0.0,0,0,330919,7.8292,0.0,1.0
654,0,3,0,18.0,0,0,365226,6.75,0.0,1.0
655,0,2,1,24.0,2,0,0,73.5,0.0,0.3333333333333333
656,0,3,1,0.0,0,0,349223,7.8958,0.0,0.3333333333333333
657,0,3,0,32.0,1,1,364849,15.5,0.0,1.0
658,0,2,1,23.0,0,0,29751,13.0,0.0,0.3333333333333333
659,0,1,1,58.0,0,2,35273,113.275,0.7551020408163265,0.6666666666666666
660,1,1,1,50.0,2,0,0,133.65,0.0,0.3333333333333333
661,0,3,1,40.0,0,0,2623,7.225,0.0,0.6666666666666666
662,0,1,1,47.0,0,0,5727,25.5875,0.7619047619047619,0.3333333333333333
663,0,3,1,36.0,0,0,349210,7.4958,0.0,0.3333333333333333
664,1,3,1,20.0,1,0,0,7.925,0.0,0.3333333333333333
665,0,2,1,32.0,2,0,0,73.5,0.0,0.3333333333333333
666,0,2,1,25.0,0,0,234686,13.0,0.0,0.3333333333333333
667,0,3,1,0.0,0,0,312993,7.775,0.0,0.3333333333333333
668,0,3,1,43.0,0,0,0,8.05,0.0,0.3333333333333333
669,1,1,0,0.0,1,0,19996,52.0,0.7687074829931972,0.3333333333333333
670,1,2,0,40.0,1,1,29750,39.0,0.0,0.3333333333333333
671,0,1,1,31.0,1,0,0,52.0,0.7755102040816326,0.3333333333333333
672,0,2,1,70.0,0,0,0,10.5,0.0,0.3333333333333333
673,1,2,1,31.0,0,0,244270,13.0,0.0,0.3333333333333333
674,0,2,1,0.0,0,0,239856,0.0,0.0,0.3333333333333333
675,0,3,1,18.0,0,0,349912,7.775,0.0,0.3333333333333333
676,0,3,1,24.5,0,0,342826,8.05,0.0,0.3333333333333333
677,1,3,0,18.0,0,0,4138,9.8417,0.0,0.3333333333333333
678,0,3,0,43.0,1,6,0,46.9,0.0,0.3333333333333333
679,1,1,1,36.0,0,1,0,512.3292,0.782312925170068,0.6666666666666666
680,0,3,0,0.0,0,0,330935,8.1375,0.0,1.0
681,1,1,1,27.0,0,0,0,76.7292,0.7891156462585034,0.6666666666666666
682,0,3,1,20.0,0,0,6563,9.225,0.0,0.3333333333333333
683,0,3,1,14.0,5,2,0,46.9,0.0,0.3333333333333333
684,0,2,1,60.0,1,1,29750,39.0,0.0,0.3333333333333333
685,0,2,1,25.0,1,2,0,41.5792,0.0,0.6666666666666666
686,0,3,1,14.0,4,1,3101295,39.6875,0.0,0.3333333333333333
687,0,3,1,19.0,0,0,349228,10.1708,0.0,0.3333333333333333
688,0,3,1,18.0,0,0,350036,7.7958,0.0,0.3333333333333333
689,1,1,0,15.0,0,1,24160,211.3375,0.7959183673469388,0.3333333333333333
690,1,1,1,31.0,1,0,17474,57.0,0.8027210884353742,0.3333333333333333
691,1,3,0,4.0,0,1,349256,13.4167,0.0,0.6666666666666666
692,1,3,1,0.0,0,0,1601,56.4958,0.0,0.3333333333333333
693,0,3,1,25.0,0,0,2672,7.225,0.0,0.6666666666666666
694,0,1,1,60.0,0,0,113800,26.55,0.0,0.3333333333333333
695,0,2,1,52.0,0,0,248731,13.5,0.0,0.3333333333333333
696,0,3,1,44.0,0,0,363592,8.05,0.0,0.3333333333333333
697,1,3,0,0.0,0,0,35852,7.7333,0.0,1.0
698,0,1,1,49.0,1,1,17421,110.8833,0.6802721088435374,0.6666666666666666
699,0,3,1,42.0,0,0,348121,7.65,0.8095238095238095,0.3333333333333333
700,1,1,0,18.0,1,0,0,227.525,0.8163265306122449,0.6666666666666666
701,1,1,1,35.0,0,0,0,26.2875,0.8231292517006803,0.3333333333333333
702,0,3,0,18.0,0,1,2691,14.4542,0.0,0.6666666666666666
703,0,3,1,25.0,0,0,36864,7.7417,0.0,1.0
704,0,3,1,26.0,1,0,350025,7.8542,0.0,0.3333333333333333
705,0,2,1,39.0,0,0,250655,26.0,0.0,0.3333333333333333
706,1,2,0,45.0,0,0,223596,13.5,0.0,0.3333333333333333
707,1,1,1,42.0,0,0,0,26.2875,0.8231292517006803,0.3333333333333333
708,1,1,0,22.0,0,0,113781,151.55,0.0,0.3333333333333333
709,1,3,1,0.0,1,1,2661,15.2458,0.0,0.6666666666666666
710,1,1,0,24.0,0,0,0,49.5042,0.8299319727891157,0.6666666666666666
711,0,1,1,0.0,0,0,113028,26.55,0.43537414965986393,0.3333333333333333
712,1,1,1,48.0,1,0,19996,52.0,0.7687074829931972,0.3333333333333333
713,0,3,1,29.0,0,0,7545,9.4833,0.0,0.3333333333333333
714,0,2,1,52.0,0,0,250647,13.0,0.0,0.3333333333333333
715,0,3,1,19.0,0,0,348124,7.65,0.10884353741496598,0.3333333333333333
716,1,1,0,38.0,0,0,0,227.525,0.8367346938775511,0.6666666666666666
717,1,2,0,27.0,0,0,34218,10.5,0.1564625850340136,0.3333333333333333
718,0,3,1,0.0,0,0,36568,15.5,0.0,1.0
719,0,3,1,33.0,0,0,347062,7.775,0.0,0.3333333333333333
720,1,2,0,6.0,0,1,248727,33.0,0.0,0.3333333333333333
721,0,3,1,17.0,1,0,350048,7.0542,0.0,0.3333333333333333
722,0,2,1,34.0,0,0,12233,13.0,0.0,0.3333333333333333
723,0,2,1,50.0,0,0,250643,13.0,0.0,0.3333333333333333
724,1,1,1,27.0,1,0,113806,53.1,0.8435374149659864,0.3333333333333333
725,0,3,1,20.0,0,0,315094,8.6625,0.0,0.3333333333333333
726,1,2,0,30.0,3,0,31027,21.0,0.0,0.3333333333333333
727,1,3,0,0.0,0,0,36866,7.7375,0.0,1.0
728,0,2,1,25.0,1,0,236853,26.0,0.0,0.3333333333333333
729,0,3,0,25.0,1,0,0,7.925,0.0,0.3333333333333333
730,1,1,0,29.0,0,0,24160,211.3375,0.7959183673469388,0.3333333333333333
731,0,3,1,11.0,0,0,2699,18.7875,0.0,0.6666666666666666
732,0,2,1,0.0,0,0,239855,0.0,0.0,0.3333333333333333
733,0,2,1,23.0,0,0,28425,13.0,0.0,0.3333333333333333
734,0,2,1,23.0,0,0,233639,13.0,0.0,0.3333333333333333
735,0,3,1,28.5,0,0,54636,16.1,0.0,0.3333333333333333
736,0,3,0,48.0,1,3,0,34.375,0.0,0.3333333333333333
737,1,1,1,35.0,0,0,0,512.3292,0.8503401360544217,0.6666666666666666
738,0,3,1,0.0,0,0,349201,7.8958,0.0,0.3333333333333333
739,0,3,1,0.0,0,0,349218,7.8958,0.0,0.3333333333333333
740,1,1,1,0.0,0,0,16988,30.0,0.8571428571428571,0.3333333333333333
741,0,1,1,36.0,1,0,19877,78.85,0.8639455782312925,0.3333333333333333
742,1,1,0,21.0,2,2,0,262.375,0.4013605442176871,0.6666666666666666
743,0,3,1,24.0,1,0,376566,16.1,0.0,0.3333333333333333
744,1,3,1,31.0,0,0,0,7.925,0.0,0.3333333333333333
745,0,1,1,70.0,1,1,0,71.0,0.6462585034013606,0.3333333333333333
746,0,3,1,16.0,1,1,0,20.25,0.0,0.3333333333333333
747,1,2,0,30.0,0,0,250648,13.0,0.0,0.3333333333333333
748,0,1,1,19.0,1,0,113773,53.1,0.8707482993197279,0.3333333333333333
749,0,3,1,31.0,0,0,335097,7.75,0.0,1.0
750,1,2,0,4.0,1,1,29103,23.0,0.0,0.3333333333333333
751,1,3,1,6.0,0,1,392096,12.475,0.8775510204081632,0.3333333333333333
752,0,3,1,33.0,0,0,345780,9.5,0.0,0.3333333333333333
753,0,3,1,23.0,0,0,349204,7.8958,0.0,0.3333333333333333
754,1,2,0,48.0,1,2,220845,65.0,0.0,0.3333333333333333
755,1,2,1,0.67,1,1,250649,14.5,0.0,0.3333333333333333
